"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.252058459E3,5.310207594E1,8.838648880E0,3.506689883E0,4.345471246E0,2.049340057E2,4.883051714E0,4.883051714E0
1.253058447E3,5.310202279E1,8.838613965E0,5.529703203E0,4.606894565E0,2.027633452E2,4.883690185E0,4.883690185E0
1.254058429E3,5.310196665E1,8.838580337E0,3.360005863E0,4.873333989E0,2.005534600E2,4.877733388E0,4.877733388E0
1.255058415E3,5.310191299E1,8.838544274E0,2.781214396E0,5.077918089E0,2.000795497E2,4.881126774E0,4.881126774E0
1.256058400E3,5.310186771E1,8.838503556E0,3.168697448E0,4.866543895E0,2.039509937E2,4.883025042E0,4.883025042E0
1.257058386E3,5.310181292E1,8.838461623E0,4.603315311E0,5.024939602E0,2.036451819E2,4.874904988E0,4.874904988E0
1.258058370E3,5.310176556E1,8.838422102E0,5.520299291E0,5.072236395E0,2.048637831E2,4.878219383E0,4.878219383E0
1.259058358E3,5.310171720E1,8.838384799E0,6.032778599E0,5.143432298E0,2.057782163E2,4.884254748E0,4.884254748E0
1.260058342E3,5.310168227E1,8.838359236E0,4.815800386E0,4.410405882E0,2.046547724E2,4.911170772E0,4.911170772E0
1.261058332E3,5.310165324E1,8.838360979E0,3.820295115E0,3.534138559E0,1.906190656E2,5.007975984E0,5.007975984E0
1.262058314E3,5.310164683E1,8.838371275E0,3.544908931E0,2.307428106E0,1.724194935E2,5.062277482E0,5.062277482E0
1.263058298E3,5.310160649E1,8.838345612E0,3.669019068E0,2.584147621E0,1.813756387E2,5.130664988E0,5.130664988E0
1.264058283E3,5.310153347E1,8.838279501E0,3.884822734E0,4.199954901E0,1.956171543E2,5.062855242E0,5.062855242E0
1.265058268E3,5.310147383E1,8.838224109E0,3.897354494E0,4.813323593E0,2.005362983E2,5.007968866E0,5.007968866E0
1.266058258E3,5.310140113E1,8.838169572E0,4.214368576E0,5.557316443E0,2.028653900E2,4.952218509E0,4.952218509E0
1.267058242E3,5.310135379E1,8.838144784E0,3.834658504E0,5.045685487E0,2.012331439E2,4.929345904E0,4.929345904E0
1.268058226E3,5.310131152E1,8.838118016E0,3.636466062E0,4.659208497E0,2.021748203E2,4.921286421E0,4.921286421E0
1.269058210E3,5.310125826E1,8.838073378E0,3.179138769E0,4.893866280E0,2.036802173E2,4.909041536E0,4.909041536E0
1.270058195E3,5.310120730E1,8.838038984E0,3.982536759E0,5.079551905E0,2.019750536E2,4.905824796E0,4.905824796E0
1.271058180E3,5.310115729E1,8.838006570E0,5.141515638E0,5.188662750E0,2.009945059E2,4.907822223E0,4.907822223E0
1.272058166E3,5.310111182E1,8.837969094E0,6.503918790E0,5.071923604E0,2.027559566E2,4.903332668E0,4.903332668E0
1.273058151E3,5.310106793E1,8.837936200E0,6.275474591E0,5.081780106E0,2.031833831E2,4.910009461E0,4.910009461E0
1.274058137E3,5.310102294E1,8.837900520E0,4.942232851E0,5.048597238E0,2.025559466E2,4.912046173E0,4.912046173E0
1.275058121E3,5.310097444E1,8.837856628E0,3.949111572E0,5.154839788E0,2.040200417E2,4.917540474E0,4.917540474E0
1.276058107E3,5.310092898E1,8.837822526E0,3.988605160E0,4.977527341E0,2.042360382E2,4.915462312E0,4.915462312E0
1.277058097E3,5.310088383E1,8.837796622E0,3.348696410E0,4.651706889E0,2.049144446E2,4.912013191E0,4.912013191E0
1.278058078E3,5.310083213E1,8.837762727E0,4.695563433E0,5.022602898E0,2.026547643E2,4.916355554E0,4.916355554E0
1.279058063E3,5.310079056E1,8.837736306E0,5.005204631E0,4.584270984E0,2.036940332E2,4.904080343E0,4.904080343E0
1.280058048E3,5.310075509E1,8.837682419E0,5.444869052E0,4.237432070E0,2.180969081E2,4.893945098E0,4.893945098E0
1.281058034E3,5.310073603E1,8.837625282E0,4.651720861E0,4.046078369E0,2.325143341E2,4.886251212E0,4.886251212E0
1.282058023E3,5.310073065E1,8.837556773E0,5.510847227E0,3.806786479E0,2.523683631E2,4.900037325E0,4.900037325E0
1.283058006E3,5.310076913E1,8.837520581E0,4.370322486E0,3.296952505E0,2.990944053E2,4.920087453E0,4.920087453E0
1.284057990E3,5.310079740E1,8.837483674E0,5.078320533E0,3.581435257E0,3.170054515E2,4.934217034E0,4.934217034E0
1.285057975E3,5.310083980E1,8.837450150E0,4.701091422E0,4.091893474E0,3.242748609E2,4.963649602E0,4.963649602E0
1.286057961E3,5.310088127E1,8.837416927E0,4.475179886E0,4.294500714E0,3.275893937E2,4.954193224E0,4.954193224E0
1.287057950E3,5.310090958E1,8.837368153E0,4.033882721E0,4.147144142E0,3.255226679E2,4.954968675E0,4.954968675E0
1.288057932E3,5.310093970E1,8.837311416E0,3.697179318E0,4.299149004E0,3.210652601E2,4.960543984E0,4.960543984E0
1.289057916E3,5.310096698E1,8.837248369E0,3.247019006E0,4.237002467E0,3.188113875E2,4.943276203E0,4.943276203E0
1.290057903E3,5.310099198E1,8.837210515E0,1.867655982E0,3.743383649E0,3.167215097E2,4.933219021E0,4.933219021E0
1.291057887E3,5.310100376E1,8.837155235E0,2.257923516E0,3.408374160E0,3.058893129E2,4.934931838E0,4.934931838E0
1.292057874E3,5.310101060E1,8.837101947E0,1.560157586E0,3.189675587E0,2.978242157E2,4.969162807E0,4.969162807E0
1.293057858E3,5.310101189E1,8.837009204E0,3.791903047E0,4.031671047E0,2.810889454E2,4.987526659E0,4.987526659E0
1.294057844E3,5.310101138E1,8.836923421E0,3.815554221E0,4.478312082E0,2.734237473E2,4.994331628E0,4.994331628E0
1.295057829E3,5.310102440E1,8.836857749E0,3.617868325E0,4.255973965E0,2.786216468E2,5.001878448E0,5.001878448E0
1.296057818E3,5.310102237E1,8.836779846E0,4.451355207E0,4.405490506E0,2.754541498E2,5.010256588E0,5.010256588E0
1.297057800E3,5.310101255E1,8.836731136E0,4.142802039E0,3.561898741E0,2.687093024E2,5.036362565E0,5.036362565E0
1.298057786E3,5.310100443E1,8.836687812E0,4.362846204E0,2.890058466E0,2.618596616E2,5.053957384E0,5.053957384E0
1.299057774E3,5.310099862E1,8.836659139E0,2.408909218E0,2.132719551E0,2.516792627E2,5.072509939E0,5.072509939E0
1.300057756E3,5.310100014E1,8.836607751E0,3.661420326E0,2.214398074E0,2.536607712E2,5.108611958E0,5.108611958E0
1.301057741E3,5.310100192E1,8.836569344E0,2.957755630E0,2.001534353E0,2.558494587E2,5.167043037E0,5.167043037E0
1.302057727E3,5.310102100E1,8.836551402E0,3.322329519E0,1.311477129E0,2.810931132E2,5.195252144E0,5.195252144E0
1.303057714E3,5.310100998E1,8.836449281E0,3.753870185E0,2.798044834E0,2.663778579E2,5.156883673E0,5.156883673E0
1.304057697E3,5.310101828E1,8.836359629E0,2.172386910E0,3.658594226E0,2.758798168E2,5.160110289E0,5.160110289E0
1.305057683E3,5.310103908E1,8.836285858E0,2.410097146E0,3.840710431E0,2.888399220E2,5.188957095E0,5.188957095E0
1.306057668E3,5.310107615E1,8.836230632E0,2.318845262E0,3.772246776E0,2.987305503E2,5.217007625E0,5.217007625E0
1.307057656E3,5.310109610E1,8.836124205E0,3.007260695E0,4.139634719E0,2.990136503E2,5.238803556E0,5.238803556E0
1.308057639E3,5.310112068E1,8.836043339E0,2.032237620E0,3.833642062E0,3.046447602E2,5.233498080E0,5.233498080E0
1.309057627E3,5.310115501E1,8.835975528E0,1.862773290E0,3.803903243E0,3.092825675E2,5.232709405E0,5.232709405E0
1.310057609E3,5.310118535E1,8.835871492E0,2.345700006E0,4.415059727E0,3.015267797E2,5.231294107E0,5.231294107E0
1.311057596E3,5.310122244E1,8.835809295E0,3.277287371E0,4.081241899E0,3.067902690E2,5.206068904E0,5.206068904E0
1.312057580E3,5.310124718E1,8.835751607E0,1.676126190E0,3.860542437E0,3.045267996E2,5.211276356E0,5.211276356E0
1.313057566E3,5.310125983E1,8.835686299E0,1.436375255E0,3.722759787E0,2.967874128E2,5.236726876E0,5.236726876E0
1.314057552E3,5.310127522E1,8.835618525E0,1.346294004E0,3.805980208E0,2.923601819E2,5.222760207E0,5.222760207E0
1.315057536E3,5.310129940E1,8.835570827E0,9.436254716E-1,3.554421608E0,2.970886698E2,5.227737943E0,5.227737943E0
1.316057522E3,5.310131063E1,8.835500291E0,2.274750049E0,3.729823141E0,2.923034551E2,5.223929697E0,5.223929697E0
1.317057508E3,5.310130781E1,8.835405761E0,1.740172428E0,4.303693334E0,2.779653189E2,5.232421445E0,5.232421445E0
1.318057494E3,5.310130319E1,8.835319070E0,3.421404110E-1,4.511275693E0,2.707455394E2,5.247975868E0,5.247975868E0
1.319057478E3,5.310132084E1,8.835237947E0,1.351224445E0,4.296229907E0,2.805853133E2,5.220570164E0,5.220570164E0
1.320057490E3,5.310132296E1,8.835165674E0,4.432665954E0,3.881030517E0,2.785346900E2,5.235024149E0,5.235024149E0
1.321057449E3,5.310131973E1,8.835065143E0,5.006354773E0,4.491776818E0,2.709974870E2,5.246083274E0,5.246083274E0
1.322057437E3,5.310132899E1,8.834950770E0,5.507134055E0,5.132027030E0,2.708894129E2,5.178117253E0,5.178117253E0
1.323057420E3,5.310135047E1,8.834859375E0,6.120951367E0,4.960022497E0,2.741827117E2,5.141068193E0,5.141068193E0
1.324057405E3,5.310136537E1,8.834778072E0,4.701058874E0,4.501294133E0,2.767693925E2,5.123299009E0,5.123299009E0
1.325057389E3,5.310138389E1,8.834688456E0,4.713341018E0,4.589429063E0,2.782354517E2,5.110064090E0,5.110064090E0
1.326057376E3,5.310138309E1,8.834600426E0,3.674108914E0,4.606015418E0,2.730807087E2,5.122670195E0,5.122670195E0
1.327057361E3,5.310138395E1,8.834513429E0,2.177825292E0,4.671763757E0,2.705111503E2,5.153868105E0,5.153868105E0
1.328057346E3,5.310137811E1,8.834433493E0,1.686272248E0,4.413717585E0,2.672502740E2,5.149742437E0,5.149742437E0
1.329057334E3,5.310136954E1,8.834381297E0,2.775737518E0,3.419865641E0,2.623679895E2,5.130623794E0,5.130623794E0
1.330057318E3,5.310136860E1,8.834319392E0,3.319141437E0,3.171585898E0,2.559965328E2,5.114572366E0,5.114572366E0
1.331057302E3,5.310136106E1,8.834262637E0,9.527097642E-1,3.038383127E0,2.525929571E2,5.117344380E0,5.117344380E0
1.332057287E3,5.310135295E1,8.834168549E0,1.092233066E0,3.615830605E0,2.563319829E2,5.096683435E0,5.096683435E0
1.333057273E3,5.310134708E1,8.834078893E0,6.008355143E-1,3.854506696E0,2.546658830E2,5.086132789E0,5.086132789E0
1.334057259E3,5.310134483E1,8.833994331E0,1.605559720E0,3.990255922E0,2.565089909E2,5.072753189E0,5.072753189E0
1.335057244E3,5.310134717E1,8.833920885E0,1.899050172E0,3.926084651E0,2.618229750E2,5.074319153E0,5.074319153E0
1.336057230E3,5.310134851E1,8.833832695E0,2.164576259E0,4.185298424E0,2.666827049E2,5.071246659E0,5.071246659E0
1.337057214E3,5.310134573E1,8.833746278E0,1.164914548E0,4.242803037E0,2.644694206E2,5.072197488E0,5.072197488E0
1.338057200E3,5.310134018E1,8.833675315E0,1.007981248E0,3.956221905E0,2.622150167E2,5.071896911E0,5.071896911E0
1.339057185E3,5.310131514E1,8.833598110E0,1.021947911E0,4.075297635E0,2.496857145E2,5.093574217E0,5.093574217E0
1.340057170E3,5.310131804E1,8.833526116E0,3.588655672E0,3.816850526E0,2.573311697E2,5.116109349E0,5.116109349E0
1.341057155E3,5.310132511E1,8.833439958E0,5.106590332E0,4.229167176E0,2.653800209E2,5.124334923E0,5.124334923E0
1.342057141E3,5.310133092E1,8.833369669E0,4.250699067E0,4.156885598E0,2.713166743E2,5.147859695E0,5.147859695E0
1.343057127E3,5.310133983E1,8.833304789E0,3.157297109E0,3.580981504E0,2.731938632E2,5.158615390E0,5.158615390E0
1.344057114E3,5.310135884E1,8.833242219E0,2.316684820E0,3.213881663E0,2.813196529E2,5.173600518E0,5.173600518E0
1.345057098E3,5.310138828E1,8.833164955E0,2.489988142E0,3.496016612E0,2.892992189E2,5.156312891E0,5.156312891E0
1.346076640E3,5.310140892E1,8.833084658E0,2.726582277E0,3.643394088E0,2.910794078E2,5.146565857E0,5.146565857E0
1.347076626E3,5.310142223E1,8.832992966E0,2.381978961E0,4.048713556E0,2.865652863E2,5.134947085E0,5.134947085E0
1.348076611E3,5.310142750E1,8.832895997E0,2.375322607E0,4.271453201E0,2.804733243E2,5.114198990E0,5.114198990E0
1.349076597E3,5.310143124E1,8.832799585E0,1.679559097E0,4.610784168E0,2.769091816E2,5.105380436E0,5.105380436E0
1.350076582E3,5.310144570E1,8.832707781E0,3.240397033E0,4.797243779E0,2.810334554E2,5.089313659E0,5.089313659E0
1.351076567E3,5.310146959E1,8.832622033E0,5.143935682E0,4.883003372E0,2.880042739E2,5.052958481E0,5.052958481E0
1.352076552E3,5.310148491E1,8.832556775E0,3.994218800E0,4.319054083E0,2.890441773E2,5.042722792E0,5.042722792E0
1.353076538E3,5.310149821E1,8.832485025E0,3.228250127E0,3.959493191E0,2.888186949E2,5.030724805E0,5.030724805E0
1.354076523E3,5.310150480E1,8.832393473E0,2.792293535E0,4.065624229E0,2.838575309E2,5.037714715E0,5.037714715E0
1.355076509E3,5.310151018E1,8.832302967E0,2.534608581E0,4.150649932E0,2.809191441E2,5.055395587E0,5.055395587E0
1.356076494E3,5.310152479E1,8.832213682E0,2.278521661E0,4.118256784E0,2.835490174E2,5.061368808E0,5.061368808E0
1.357076479E3,5.310153441E1,8.832146119E0,1.974189719E0,3.769428732E0,2.825592538E2,5.085508812E0,5.085508812E0
1.358076465E3,5.310155549E1,8.832055521E0,1.537806341E0,4.298276472E0,2.871572690E2,5.103569037E0,5.103569037E0
1.359076450E3,5.310157941E1,8.831978455E0,3.730556360E0,4.299059229E0,2.915004482E2,5.140872810E0,5.140872810E0
1.360076436E3,5.310158493E1,8.831933236E0,4.736888321E0,3.133230865E0,2.892583048E2,5.164332952E0,5.164332952E0
1.361076420E3,5.310159412E1,8.831874181E0,5.091139137E0,2.559138338E0,2.868898768E2,5.155520334E0,5.155520334E0
1.362076406E3,5.310161177E1,8.831815661E0,3.284876552E0,2.301910719E0,2.971923595E2,5.154200701E0,5.154200701E0
1.363076391E3,5.310162996E1,8.831754544E0,2.108865189E0,2.331910466E0,2.968236761E2,5.160885687E0,5.160885687E0
1.364076377E3,5.310164244E1,8.831684654E0,1.824970061E0,2.342006490E0,2.890258398E2,5.180607147E0,5.180607147E0
1.365076363E3,5.310166613E1,8.831601301E0,1.306113141E0,2.644737476E0,2.893450900E2,5.179214191E0,5.179214191E0
1.366076347E3,5.310168551E1,8.831518559E0,2.232462481E0,2.794303639E0,2.906487787E2,5.156487761E0,5.156487761E0
1.367076333E3,5.310170306E1,8.831453616E0,1.687802521E0,2.814174144E0,2.895088565E2,5.156042549E0,5.156042549E0
1.368076318E3,5.310171503E1,8.831370870E0,1.305196231E0,2.856130594E0,2.798477948E2,5.139055178E0,5.139055178E0
1.369076303E3,5.310172342E1,8.831278073E0,-7.947313022E-1,3.166515293E0,2.738266582E2,5.131183211E0,5.131183211E0
1.370076289E3,5.310172908E1,8.831190873E0,8.994137188E-1,3.166575563E0,2.737433025E2,5.126302381E0,5.126302381E0
1.371076275E3,5.310174222E1,8.831086164E0,1.570868581E0,3.649673876E0,2.772599641E2,5.101446237E0,5.101446237E0
1.372076259E3,5.310175841E1,8.831009381E0,2.280188444E0,3.330207041E0,2.781633625E2,5.069549191E0,5.069549191E0
1.373076245E3,5.310176218E1,8.830938732E0,2.497866341E0,2.866556131E0,2.699149188E2,5.040763184E0,5.040763184E0
1.374076230E3,5.310177624E1,8.830865953E0,1.229836663E0,2.783834785E0,2.689707305E2,5.007896484E0,5.007896484E0
1.375076216E3,5.310178130E1,8.830770041E0,1.041237353E0,3.315844643E0,2.681393431E2,4.997260516E0,4.997260516E0
1.376076201E3,5.310178627E1,8.830685129E0,-4.532144628E-1,3.435015981E0,2.638757747E2,4.973791987E0,4.973791987E0
1.377076186E3,5.310179257E1,8.830605346E0,-1.150855487E0,3.323306594E0,2.587722510E2,4.949959865E0,4.949959865E0
1.378076172E3,5.310180526E1,8.830539297E0,-5.819614381E-1,2.963682323E0,2.631837269E2,4.948794518E0,4.948794518E0
1.379076156E3,5.310181341E1,8.830459954E0,-1.379472387E0,3.042019644E0,2.674748800E2,4.957623875E0,4.957623875E0
1.380076142E3,5.310182002E1,8.830375964E0,2.646732470E-1,3.425186285E0,2.711705557E2,4.980530407E0,4.980530407E0
1.381076128E3,5.310183069E1,8.830278910E0,2.626507115E0,4.155636383E0,2.747175957E2,4.988984569E0,4.988984569E0
1.382076113E3,5.310183199E1,8.830185631E0,3.655974754E0,4.608486313E0,2.714071360E2,4.977288298E0,4.977288298E0
1.383076098E3,5.310182442E1,8.830114676E0,2.954590136E0,4.299810336E0,2.627792764E2,4.970823370E0,4.970823370E0
1.384076084E3,5.310180870E1,8.830033684E0,2.650420776E0,3.885753908E0,2.528814923E2,4.974402212E0,4.974402212E0
1.385076069E3,5.310179273E1,8.829949430E0,2.643994267E0,3.767928379E0,2.480314126E2,4.979828355E0,4.979828355E0
1.386076055E3,5.310176626E1,8.829874790E0,2.689482977E0,3.559227530E0,2.355191059E2,4.989277094E0,4.989277094E0
1.387076039E3,5.310176782E1,8.829815018E0,1.861666912E0,2.640704434E0,2.431170394E2,4.961653110E0,4.961653110E0
1.388076025E3,5.310175264E1,8.829743046E0,2.113588496E0,2.746738471E0,2.428913597E2,4.968966874E0,4.968966874E0
1.389076010E3,5.310175360E1,8.829727517E0,3.150501382E-1,1.495907353E0,2.389539087E2,4.998551615E0,4.998551615E0
1.390075996E3,5.310174920E1,8.829698496E0,-6.469124556E-1,1.236561697E0,2.405164238E2,5.024109430E0,5.024109430E0
1.391075981E3,5.310173047E1,8.829634754E0,1.290071952E0,2.096783620E0,2.397685115E2,5.041120035E0,5.041120035E0
1.392075967E3,5.310172098E1,8.829583188E0,9.649750628E-1,2.134554255E0,2.413257921E2,5.052815602E0,5.052815602E0
1.393076875E3,5.310170674E1,8.829504293E0,3.560627460E0,2.674893038E0,2.432826902E2,5.054054042E0,5.054054042E0
1.394077018E3,5.310168968E1,8.829432454E0,4.452434976E0,3.242671869E0,2.471973334E2,5.069167055E0,5.069167055E0
1.395077003E3,5.310164865E1,8.829370088E0,3.634693328E0,3.619019589E0,2.323229366E2,5.069947726E0,5.069947726E0
1.396077449E3,5.310160339E1,8.829283042E0,4.283644274E0,4.257479018E0,2.264938483E2,5.054537887E0,5.054537887E0
1.397076884E3,5.310156637E1,8.829211623E0,3.327178804E0,4.014411549E0,2.232737321E2,5.020361535E0,5.020361535E0
1.398076869E3,5.310153556E1,8.829137247E0,3.266700600E0,3.428607917E0,2.245341246E2,5.000621649E0,5.000621649E0
1.399077185E3,5.310150510E1,8.829058254E0,2.236308972E0,3.210602867E0,2.272715737E2,4.981014766E0,4.981014766E0
1.400077398E3,5.310146581E1,8.828996645E0,1.557975180E0,3.327529869E0,2.193367243E2,4.957789137E0,4.957789137E0
1.401077383E3,5.310143272E1,8.828914540E0,2.636853321E0,3.243552989E0,2.236715361E2,4.939039994E0,4.939039994E0
1.402077421E3,5.310139466E1,8.828822841E0,2.308096984E0,3.521297793E0,2.267475090E2,4.914398265E0,4.914398265E0
1.403077372E3,5.310135738E1,8.828733599E0,2.223771980E0,3.696679795E0,2.308109656E2,4.894490290E0,4.894490290E0
1.404077357E3,5.310131722E1,8.828661127E0,1.827294949E0,3.975373855E0,2.288339876E2,4.888796827E0,4.888796827E0
1.405077011E3,5.310128303E1,8.828577481E0,1.359039154E0,4.024185195E0,2.326199011E2,4.887108894E0,4.887108894E0
1.406077315E3,5.310124463E1,8.828520483E0,2.760969371E0,3.897148521E0,2.256965200E2,4.885084625E0,4.885084625E0
1.407077301E3,5.310119244E1,8.828465029E0,4.249974182E0,4.528061234E0,2.161267170E2,4.890064242E0,4.890064242E0
1.408077286E3,5.310115696E1,8.828409529E0,3.479342737E0,4.580659457E0,2.188919843E2,4.898036349E0,4.898036349E0
1.409077272E3,5.310111917E1,8.828379549E0,3.248577480E0,4.230444682E0,2.128954605E2,4.904474699E0,4.904474699E0
1.410077257E3,5.310109289E1,8.828366369E0,2.715444245E0,3.247935663E0,2.038402634E2,4.907906206E0,4.907906206E0
1.411077242E3,5.310107227E1,8.828316262E0,1.789765378E0,2.736450265E0,2.150499045E2,4.918982220E0,4.918982220E0
1.412077228E3,5.310104927E1,8.828284794E0,1.271793555E0,2.380070267E0,2.170489162E2,4.938555279E0,4.938555279E0
1.413077213E3,5.310101527E1,8.828262825E0,1.196666747E0,2.551064992E0,2.060704507E2,4.929443481E0,4.929443481E0
1.414077198E3,5.310098063E1,8.828215584E0,1.799769482E0,2.875277765E0,2.132689240E2,4.923191066E0,4.923191066E0
1.415077184E3,5.310095565E1,8.828169911E0,1.529655599E0,2.814100687E0,2.217525851E2,4.936771024E0,4.936771024E0
1.416077169E3,5.310094162E1,8.828109464E0,2.179412538E0,2.856135303E0,2.399800830E2,4.966945471E0,4.966945471E0
1.417077155E3,5.310093408E1,8.828049719E0,3.116146731E0,2.798853877E0,2.552635207E2,4.979494086E0,4.979494086E0
1.418077140E3,5.310092037E1,8.828011181E0,3.304961752E0,2.084052658E0,2.510277396E2,4.973026184E0,4.973026184E0
1.419077126E3,5.310088748E1,8.827933081E0,4.249712653E0,2.459767640E0,2.398384185E2,4.949314682E0,4.949314682E0
1.420077110E3,5.310086016E1,8.827881872E0,4.971504196E0,2.303185127E0,2.310984284E2,4.946531259E0,4.946531259E0
1.421077096E3,5.310082048E1,8.827824657E0,3.752239012E0,2.954294342E0,2.205639628E2,4.941930105E0,4.941930105E0
1.422077082E3,5.310076218E1,8.827785127E0,4.122793484E0,3.808711304E0,2.022415127E2,4.953237736E0,4.953237736E0
1.423077066E3,5.310070955E1,8.827744461E0,2.567350042E0,4.337756358E0,1.965530200E2,4.961496633E0,4.961496633E0
1.424077052E3,5.310066366E1,8.827711186E0,3.143205890E0,4.082684297E0,1.951414963E2,4.965854536E0,4.965854536E0
1.425077037E3,5.310061750E1,8.827665700E0,4.498855178E0,3.621387009E0,1.978248791E2,4.955237920E0,4.955237920E0
1.426077023E3,5.310058090E1,8.827622387E0,3.560984663E0,3.153215962E0,1.982185868E2,4.952961900E0,4.952961900E0
1.427077008E3,5.310054275E1,8.827602118E0,3.776239350E0,2.705020024E0,1.910248160E2,4.950349567E0,4.950349567E0
1.428076993E3,5.310051081E1,8.827564035E0,2.740487605E0,2.151610478E0,1.970982921E2,4.940090361E0,4.940090361E0
1.429076979E3,5.310046831E1,8.827515042E0,1.359757350E0,2.193169654E0,2.050772606E2,4.934774241E0,4.934774241E0
1.430076964E3,5.310042342E1,8.827490577E0,1.839603615E0,2.372279712E0,1.960167337E2,4.930312743E0,4.930312743E0
1.431076949E3,5.310038858E1,8.827461770E0,6.412562206E-1,2.197502518E0,1.946589210E2,4.929128902E0,4.929128902E0
1.432076934E3,5.310033042E1,8.827401012E0,1.403320376E0,2.990072023E0,2.006084252E2,4.906808479E0,4.906808479E0
1.433076920E3,5.310028733E1,8.827357490E0,2.200484986E0,2.656802974E0,1.999344391E2,4.891674945E0,4.891674945E0
1.434076905E3,5.310024404E1,8.827306118E0,2.203378735E0,3.001272824E0,2.052787737E2,4.892098988E0,4.892098988E0
1.435076891E3,5.310018894E1,8.827240040E0,3.476589870E0,3.951519240E0,2.100453477E2,4.882221080E0,4.882221080E0
1.436076876E3,5.310013426E1,8.827193249E0,2.626517228E0,4.225144813E0,2.078317993E2,4.866013613E0,4.866013613E0
1.437076862E3,5.310009187E1,8.827154013E0,1.714452176E0,3.667220694E0,2.075399730E2,4.850156996E0,4.850156996E0
1.438076847E3,5.310004848E1,8.827121432E0,-2.347975876E-2,3.433741261E0,2.033909357E2,4.845099306E0,4.845099306E0
1.439076833E3,5.310000538E1,8.827091244E0,3.849652056E-1,3.370977640E0,1.994180331E2,4.853411261E0,4.853411261E0
1.440076818E3,5.309995054E1,8.827045505E0,1.753102025E0,3.979564815E0,1.991781101E2,4.849861603E0,4.849861603E0
1.441076803E3,5.309991071E1,8.827014621E0,1.689454029E0,3.707046385E0,1.974030220E2,4.844426538E0,4.844426538E0
1.442076788E3,5.309988126E1,8.826987350E0,2.890833589E0,3.046472521E0,1.985986731E2,4.843101537E0,4.843101537E0
1.443076774E3,5.309983715E1,8.826931807E0,2.376252423E0,3.474633877E0,2.068790034E2,4.840111013E0,4.840111013E0
1.444076759E3,5.309980245E1,8.826891235E0,2.515579169E0,3.407182020E0,2.086291526E2,4.852006696E0,4.852006696E0
1.445076744E3,5.309975252E1,8.826843577E0,2.902317165E0,4.169644403E0,2.071646371E2,4.860825581E0,4.860825581E0
1.446076730E3,5.309971147E1,8.826801922E0,2.640526892E0,4.380428524E0,2.099086588E2,4.863349907E0,4.863349907E0
1.447076715E3,5.309967633E1,8.826770921E0,3.616484187E0,4.028575050E0,2.083374145E2,4.879269278E0,4.879269278E0
1.448076700E3,5.309963003E1,8.826745258E0,3.553965069E0,4.129614562E0,2.018372724E2,4.882378220E0,4.882378220E0
1.449076686E3,5.309959882E1,8.826724135E0,4.167250112E0,3.562188377E0,1.978759244E2,4.897509915E0,4.897509915E0
1.450076671E3,5.309956152E1,8.826693226E0,3.554557337E0,3.731380112E0,1.989644622E2,4.908556788E0,4.908556788E0
1.451076656E3,5.309951579E1,8.826653980E0,3.830513950E0,4.032919779E0,2.011609330E2,4.916888563E0,4.916888563E0
1.452076642E3,5.309947883E1,8.826617425E0,3.980767139E0,3.738189078E0,2.026343160E2,4.904785649E0,4.904785649E0
1.453076626E3,5.309944857E1,8.826588443E0,3.271879867E0,3.092322762E0,2.019796534E2,4.926360328E0,4.926360328E0
1.454076612E3,5.309941597E1,8.826560298E0,3.611321355E0,2.665260804E0,2.039590597E2,4.930000999E0,4.930000999E0
1.455076598E3,5.309937498E1,8.826523844E0,2.724949695E0,3.069060134E0,2.034817108E2,4.936150939E0,4.936150939E0
1.456076583E3,5.309932064E1,8.826471926E0,3.104383807E0,4.063659409E0,2.045959715E2,4.934349667E0,4.934349667E0
1.457076568E3,5.309927421E1,8.826422585E0,3.116272926E0,4.348770210E0,2.064531594E2,4.934542024E0,4.934542024E0
1.458076554E3,5.309924002E1,8.826389004E0,2.915036310E0,3.984519152E0,2.060890768E2,4.951089477E0,4.951089477E0
1.459076539E3,5.309918988E1,8.826352337E0,2.389581346E0,4.289253870E0,2.014161541E2,4.942037982E0,4.942037982E0
1.460076524E3,5.309913887E1,8.826305522E0,1.811307486E0,4.691009650E0,2.015223753E2,4.932862993E0,4.932862993E0
1.461076510E3,5.309909921E1,8.826272331E0,1.578099843E0,4.213437635E0,2.002398245E2,4.911664606E0,4.911664606E0
1.462076495E3,5.309905961E1,8.826206219E0,2.205794823E0,4.537305011E0,2.119360920E2,4.904046374E0,4.904046374E0
1.463076480E3,5.309901103E1,8.826188107E0,2.519516824E0,4.794616912E0,1.996350490E2,4.903450210E0,4.903450210E0
1.464076466E3,5.309898172E1,8.826173442E0,1.505707847E0,3.922565565E0,1.940485479E2,4.923335747E0,4.923335747E0
1.465076451E3,5.309895742E1,8.826133795E0,2.590911179E0,3.016436139E0,2.020365209E2,4.933884996E0,4.933884996E0
1.466076436E3,5.309892088E1,8.826093076E0,1.038144626E0,3.082680192E0,2.050625500E2,4.946194065E0,4.946194065E0
1.467076422E3,5.309887263E1,8.826044427E0,2.378668689E0,3.871471305E0,2.060890170E2,4.942238193E0,4.942238193E0
1.468076407E3,5.309882135E1,8.825996230E0,3.316049933E0,4.384824912E0,2.054304021E2,4.936404823E0,4.936404823E0
